Wholesale price trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20220820114423

Parameters
Date range,01 Jan 2012 - 31 Dec 2021
Region type,Nodes (key nodes)
Time scale,Day
Show,Simple average

Period start,Period end,Region ID,Region,Price ($/MWh)
16/08/2020,17/08/2020,HAY2201,HAY2201 - Haywards,130.53
16/08/2020,17/08/2020,KIK2201,KIK2201 - Kikiwa,140.08
16/08/2020,17/08/2020,ISL2201,ISL2201 - Islington,135.85
16/08/2020,17/08/2020,BEN2201,BEN2201 - Benmore,126.69
16/08/2020,17/08/2020,INV2201,INV2201 - Invercargill,128.12
17/08/2020,18/08/2020,OTA2201,OTA2201 - Otahuhu,161.57
17/08/2020,18/08/2020,WKM2201,WKM2201 - Whakamaru,152.72
17/08/2020,18/08/2020,RDF2201,RDF2201 - Redclyffe,152.20
17/08/2020,18/08/2020,SFD2201,SFD2201 - Stratford,146.63
17/08/2020,18/08/2020,HAY2201,HAY2201 - Haywards,152.04
17/08/2020,18/08/2020,KIK2201,KIK2201 - Kikiwa,163.46
17/08/2020,18/08/2020,ISL2201,ISL2201 - Islington,157.36
17/08/2020,18/08/2020,BEN2201,BEN2201 - Benmore,145.58
17/08/2020,18/08/2020,INV2201,INV2201 - Invercargill,146.74
18/08/2020,19/08/2020,OTA2201,OTA2201 - Otahuhu,184.22
18/08/2020,19/08/2020,WKM2201,WKM2201 - Whakamaru,173.35
18/08/2020,19/08/2020,RDF2201,RDF2201 - Redclyffe,172.90
18/08/2020,19/08/2020,SFD2201,SFD2201 - Stratford,165.54
18/08/2020,19/08/2020,HAY2201,HAY2201 - Haywards,170.99
18/08/2020,19/08/2020,KIK2201,KIK2201 - Kikiwa,184.08
18/08/2020,19/08/2020,ISL2201,ISL2201 - Islington,177.00
18/08/2020,19/08/2020,BEN2201,BEN2201 - Benmore,163.76
18/08/2020,19/08/2020,INV2201,INV2201 - Invercargill,164.52
19/08/2020,20/08/2020,OTA2201,OTA2201 - Otahuhu,152.51
19/08/2020,20/08/2020,WKM2201,WKM2201 - Whakamaru,144.52
19/08/2020,20/08/2020,RDF2201,RDF2201 - Redclyffe,145.54
19/08/2020,20/08/2020,SFD2201,SFD2201 - Stratford,137.67
19/08/2020,20/08/2020,HAY2201,HAY2201 - Haywards,141.89
19/08/2020,20/08/2020,KIK2201,KIK2201 - Kikiwa,153.65
19/08/2020,20/08/2020,ISL2201,ISL2201 - Islington,147.77
19/08/2020,20/08/2020,BEN2201,BEN2201 - Benmore,136.67
19/08/2020,20/08/2020,INV2201,INV2201 - Invercargill,137.57
20/08/2020,21/08/2020,OTA2201,OTA2201 - Otahuhu,111.45
20/08/2020,21/08/2020,WKM2201,WKM2201 - Whakamaru,105.79
20/08/2020,21/08/2020,RDF2201,RDF2201 - Redclyffe,105.94
20/08/2020,21/08/2020,SFD2201,SFD2201 - Stratford,102.42
20/08/2020,21/08/2020,HAY2201,HAY2201 - Haywards,104.31
20/08/2020,21/08/2020,KIK2201,KIK2201 - Kikiwa,114.51
20/08/2020,21/08/2020,ISL2201,ISL2201 - Islington,109.90
20/08/2020,21/08/2020,BEN2201,BEN2201 - Benmore,101.95
20/08/2020,21/08/2020,INV2201,INV2201 - Invercargill,104.78
21/08/2020,22/08/2020,OTA2201,OTA2201 - Otahuhu,100.44
21/08/2020,22/08/2020,WKM2201,WKM2201 - Whakamaru,95.43
21/08/2020,22/08/2020,RDF2201,RDF2201 - Redclyffe,94.97
21/08/2020,22/08/2020,SFD2201,SFD2201 - Stratford,94.39
21/08/2020,22/08/2020,HAY2201,HAY2201 - Haywards,96.65
21/08/2020,22/08/2020,KIK2201,KIK2201 - Kikiwa,108.09
21/08/2020,22/08/2020,ISL2201,ISL2201 - Islington,104.50
21/08/2020,22/08/2020,BEN2201,BEN2201 - Benmore,96.61
21/08/2020,22/08/2020,INV2201,INV2201 - Invercargill,99.38
22/08/2020,23/08/2020,OTA2201,OTA2201 - Otahuhu,87.21
22/08/2020,23/08/2020,WKM2201,WKM2201 - Whakamaru,83.39
22/08/2020,23/08/2020,RDF2201,RDF2201 - Redclyffe,82.97
22/08/2020,23/08/2020,SFD2201,SFD2201 - Stratford,83.59
22/08/2020,23/08/2020,HAY2201,HAY2201 - Haywards,85.43
22/08/2020,23/08/2020,KIK2201,KIK2201 - Kikiwa,93.38
22/08/2020,23/08/2020,ISL2201,ISL2201 - Islington,90.19
22/08/2020,23/08/2020,BEN2201,BEN2201 - Benmore,84.50
22/08/2020,23/08/2020,INV2201,INV2201 - Invercargill,88.33
23/08/2020,24/08/2020,OTA2201,OTA2201 - Otahuhu,97.03
23/08/2020,24/08/2020,WKM2201,WKM2201 - Whakamaru,91.90
23/08/2020,24/08/2020,RDF2201,RDF2201 - Redclyffe,91.33
23/08/2020,24/08/2020,SFD2201,SFD2201 - Stratford,92.98
23/08/2020,24/08/2020,HAY2201,HAY2201 - Haywards,95.43
23/08/2020,24/08/2020,KIK2201,KIK2201 - Kikiwa,103.66
23/08/2020,24/08/2020,ISL2201,ISL2201 - Islington,100.99
23/08/2020,24/08/2020,BEN2201,BEN2201 - Benmore,93.81
23/08/2020,24/08/2020,INV2201,INV2201 - Invercargill,97.94
24/08/2020,25/08/2020,OTA2201,OTA2201 - Otahuhu,92.09
24/08/2020,25/08/2020,WKM2201,WKM2201 - Whakamaru,86.83
24/08/2020,25/08/2020,RDF2201,RDF2201 - Redclyffe,86.35
24/08/2020,25/08/2020,SFD2201,SFD2201 - Stratford,85.49
24/08/2020,25/08/2020,HAY2201,HAY2201 - Haywards,86.69
24/08/2020,25/08/2020,KIK2201,KIK2201 - Kikiwa,96.15
24/08/2020,25/08/2020,ISL2201,ISL2201 - Islington,93.28
24/08/2020,25/08/2020,BEN2201,BEN2201 - Benmore,85.53
24/08/2020,25/08/2020,INV2201,INV2201 - Invercargill,88.74
25/08/2020,26/08/2020,OTA2201,OTA2201 - Otahuhu,110.61
25/08/2020,26/08/2020,WKM2201,WKM2201 - Whakamaru,103.54
25/08/2020,26/08/2020,RDF2201,RDF2201 - Redclyffe,102.99
25/08/2020,26/08/2020,SFD2201,SFD2201 - Stratford,99.95
25/08/2020,26/08/2020,HAY2201,HAY2201 - Haywards,103.12
25/08/2020,26/08/2020,KIK2201,KIK2201 - Kikiwa,113.60
25/08/2020,26/08/2020,ISL2201,ISL2201 - Islington,110.31
25/08/2020,26/08/2020,BEN2201,BEN2201 - Benmore,100.66
25/08/2020,26/08/2020,INV2201,INV2201 - Invercargill,104.27
26/08/2020,27/08/2020,OTA2201,OTA2201 - Otahuhu,109.87
26/08/2020,27/08/2020,WKM2201,WKM2201 - Whakamaru,103.05
26/08/2020,27/08/2020,RDF2201,RDF2201 - Redclyffe,102.73
26/08/2020,27/08/2020,SFD2201,SFD2201 - Stratford,99.56
26/08/2020,27/08/2020,HAY2201,HAY2201 - Haywards,104.95
26/08/2020,27/08/2020,KIK2201,KIK2201 - Kikiwa,117.96
26/08/2020,27/08/2020,ISL2201,ISL2201 - Islington,114.12
26/08/2020,27/08/2020,BEN2201,BEN2201 - Benmore,103.73
26/08/2020,27/08/2020,INV2201,INV2201 - Invercargill,110.23
27/08/2020,28/08/2020,OTA2201,OTA2201 - Otahuhu,133.93
27/08/2020,28/08/2020,WKM2201,WKM2201 - Whakamaru,125.98
27/08/2020,28/08/2020,RDF2201,RDF2201 - Redclyffe,125.58
27/08/2020,28/08/2020,SFD2201,SFD2201 - Stratford,121.05
27/08/2020,28/08/2020,HAY2201,HAY2201 - Haywards,127.38
27/08/2020,28/08/2020,KIK2201,KIK2201 - Kikiwa,142.48
27/08/2020,28/08/2020,ISL2201,ISL2201 - Islington,138.02
27/08/2020,28/08/2020,BEN2201,BEN2201 - Benmore,125.40
27/08/2020,28/08/2020,INV2201,INV2201 - Invercargill,136.23
28/08/2020,29/08/2020,OTA2201,OTA2201 - Otahuhu,114.79
28/08/2020,29/08/2020,WKM2201,WKM2201 - Whakamaru,108.37
28/08/2020,29/08/2020,RDF2201,RDF2201 - Redclyffe,107.87
28/08/2020,29/08/2020,SFD2201,SFD2201 - Stratford,104.38
28/08/2020,29/08/2020,HAY2201,HAY2201 - Haywards,109.32
28/08/2020,29/08/2020,KIK2201,KIK2201 - Kikiwa,121.50
28/08/2020,29/08/2020,ISL2201,ISL2201 - Islington,118.12
28/08/2020,29/08/2020,BEN2201,BEN2201 - Benmore,108.67
28/08/2020,29/08/2020,INV2201,INV2201 - Invercargill,118.38
29/08/2020,30/08/2020,OTA2201,OTA2201 - Otahuhu,96.56
29/08/2020,30/08/2020,WKM2201,WKM2201 - Whakamaru,91.67
29/08/2020,30/08/2020,RDF2201,RDF2201 - Redclyffe,91.30
29/08/2020,30/08/2020,SFD2201,SFD2201 - Stratford,88.31
29/08/2020,30/08/2020,HAY2201,HAY2201 - Haywards,91.49
29/08/2020,30/08/2020,KIK2201,KIK2201 - Kikiwa,101.07
29/08/2020,30/08/2020,ISL2201,ISL2201 - Islington,98.42
29/08/2020,30/08/2020,BEN2201,BEN2201 - Benmore,92.14
29/08/2020,30/08/2020,INV2201,INV2201 - Invercargill,100.65
30/08/2020,31/08/2020,OTA2201,OTA2201 - Otahuhu,88.09
30/08/2020,31/08/2020,WKM2201,WKM2201 - Whakamaru,83.04
30/08/2020,31/08/2020,RDF2201,RDF2201 - Redclyffe,82.69
30/08/2020,31/08/2020,SFD2201,SFD2201 - Stratford,80.67
30/08/2020,31/08/2020,HAY2201,HAY2201 - Haywards,83.43
30/08/2020,31/08/2020,KIK2201,KIK2201 - Kikiwa,92.35
30/08/2020,31/08/2020,ISL2201,ISL2201 - Islington,89.90
30/08/2020,31/08/2020,BEN2201,BEN2201 - Benmore,84.09
30/08/2020,31/08/2020,INV2201,INV2201 - Invercargill,92.13
31/08/2020,01/09/2020,OTA2201,OTA2201 - Otahuhu,95.10
31/08/2020,01/09/2020,WKM2201,WKM2201 - Whakamaru,89.97
31/08/2020,01/09/2020,RDF2201,RDF2201 - Redclyffe,89.75
31/08/2020,01/09/2020,SFD2201,SFD2201 - Stratford,85.60
31/08/2020,01/09/2020,HAY2201,HAY2201 - Haywards,88.11
31/08/2020,01/09/2020,KIK2201,KIK2201 - Kikiwa,96.89
31/08/2020,01/09/2020,ISL2201,ISL2201 - Islington,93.58
31/08/2020,01/09/2020,BEN2201,BEN2201 - Benmore,87.65
31/08/2020,01/09/2020,INV2201,INV2201 - Invercargill,91.58
01/09/2020,02/09/2020,OTA2201,OTA2201 - Otahuhu,165.34
01/09/2020,02/09/2020,WKM2201,WKM2201 - Whakamaru,155.65
01/09/2020,02/09/2020,RDF2201,RDF2201 - Redclyffe,155.04
01/09/2020,02/09/2020,SFD2201,SFD2201 - Stratford,149.80
01/09/2020,02/09/2020,HAY2201,HAY2201 - Haywards,159.33
01/09/2020,02/09/2020,KIK2201,KIK2201 - Kikiwa,179.80
01/09/2020,02/09/2020,ISL2201,ISL2201 - Islington,173.91
01/09/2020,02/09/2020,BEN2201,BEN2201 - Benmore,159.80
01/09/2020,02/09/2020,INV2201,INV2201 - Invercargill,160.51
02/09/2020,03/09/2020,OTA2201,OTA2201 - Otahuhu,199.16
02/09/2020,03/09/2020,WKM2201,WKM2201 - Whakamaru,187.94
02/09/2020,03/09/2020,RDF2201,RDF2201 - Redclyffe,187.52
02/09/2020,03/09/2020,SFD2201,SFD2201 - Stratford,181.21
02/09/2020,03/09/2020,HAY2201,HAY2201 - Haywards,192.49
02/09/2020,03/09/2020,KIK2201,KIK2201 - Kikiwa,212.44
02/09/2020,03/09/2020,ISL2201,ISL2201 - Islington,205.61
02/09/2020,03/09/2020,BEN2201,BEN2201 - Benmore,190.56
02/09/2020,03/09/2020,INV2201,INV2201 - Invercargill,185.16
03/09/2020,04/09/2020,OTA2201,OTA2201 - Otahuhu,195.95
03/09/2020,04/09/2020,WKM2201,WKM2201 - Whakamaru,185.48
03/09/2020,04/09/2020,RDF2201,RDF2201 - Redclyffe,186.90
03/09/2020,04/09/2020,SFD2201,SFD2201 - Stratford,177.40
03/09/2020,04/09/2020,HAY2201,HAY2201 - Haywards,188.16
03/09/2020,04/09/2020,KIK2201,KIK2201 - Kikiwa,205.66
03/09/2020,04/09/2020,ISL2201,ISL2201 - Islington,199.03
03/09/2020,04/09/2020,BEN2201,BEN2201 - Benmore,184.66
03/09/2020,04/09/2020,INV2201,INV2201 - Invercargill,179.09
04/09/2020,05/09/2020,OTA2201,OTA2201 - Otahuhu,192.60
04/09/2020,05/09/2020,WKM2201,WKM2201 - Whakamaru,182.33
04/09/2020,05/09/2020,RDF2201,RDF2201 - Redclyffe,182.71
04/09/2020,05/09/2020,SFD2201,SFD2201 - Stratford,173.82
04/09/2020,05/09/2020,HAY2201,HAY2201 - Haywards,182.39
04/09/2020,05/09/2020,KIK2201,KIK2201 - Kikiwa,198.81
04/09/2020,05/09/2020,ISL2201,ISL2201 - Islington,193.14
04/09/2020,05/09/2020,BEN2201,BEN2201 - Benmore,180.25
04/09/2020,05/09/2020,INV2201,INV2201 - Invercargill,174.29
05/09/2020,06/09/2020,OTA2201,OTA2201 - Otahuhu,135.74
05/09/2020,06/09/2020,WKM2201,WKM2201 - Whakamaru,130.43
05/09/2020,06/09/2020,RDF2201,RDF2201 - Redclyffe,131.69
05/09/2020,06/09/2020,SFD2201,SFD2201 - Stratford,126.88
05/09/2020,06/09/2020,HAY2201,HAY2201 - Haywards,131.06
05/09/2020,06/09/2020,KIK2201,KIK2201 - Kikiwa,143.17
05/09/2020,06/09/2020,ISL2201,ISL2201 - Islington,139.78
05/09/2020,06/09/2020,BEN2201,BEN2201 - Benmore,130.87
05/09/2020,06/09/2020,INV2201,INV2201 - Invercargill,128.69
06/09/2020,07/09/2020,OTA2201,OTA2201 - Otahuhu,123.76
06/09/2020,07/09/2020,WKM2201,WKM2201 - Whakamaru,118.44
06/09/2020,07/09/2020,RDF2201,RDF2201 - Redclyffe,119.42
06/09/2020,07/09/2020,SFD2201,SFD2201 - Stratford,116.43
06/09/2020,07/09/2020,HAY2201,HAY2201 - Haywards,120.13
06/09/2020,07/09/2020,KIK2201,KIK2201 - Kikiwa,132.21
06/09/2020,07/09/2020,ISL2201,ISL2201 - Islington,129.31
06/09/2020,07/09/2020,BEN2201,BEN2201 - Benmore,120.52
06/09/2020,07/09/2020,INV2201,INV2201 - Invercargill,119.98
07/09/2020,08/09/2020,OTA2201,OTA2201 - Otahuhu,141.22
07/09/2020,08/09/2020,WKM2201,WKM2201 - Whakamaru,134.14
07/09/2020,08/09/2020,RDF2201,RDF2201 - Redclyffe,135.41
07/09/2020,08/09/2020,SFD2201,SFD2201 - Stratford,129.35
07/09/2020,08/09/2020,HAY2201,HAY2201 - Haywards,134.61
07/09/2020,08/09/2020,KIK2201,KIK2201 - Kikiwa,146.37
07/09/2020,08/09/2020,ISL2201,ISL2201 - Islington,142.09
07/09/2020,08/09/2020,BEN2201,BEN2201 - Benmore,132.86
07/09/2020,08/09/2020,INV2201,INV2201 - Invercargill,128.68
08/09/2020,09/09/2020,OTA2201,OTA2201 - Otahuhu,161.71
08/09/2020,09/09/2020,WKM2201,WKM2201 - Whakamaru,153.01
08/09/2020,09/09/2020,RDF2201,RDF2201 - Redclyffe,153.99
08/09/2020,09/09/2020,SFD2201,SFD2201 - Stratford,148.84
08/09/2020,09/09/2020,HAY2201,HAY2201 - Haywards,155.31
08/09/2020,09/09/2020,KIK2201,KIK2201 - Kikiwa,168.72
08/09/2020,09/09/2020,ISL2201,ISL2201 - Islington,163.31
08/09/2020,09/09/2020,BEN2201,BEN2201 - Benmore,152.46
08/09/2020,09/09/2020,INV2201,INV2201 - Invercargill,148.73
09/09/2020,10/09/2020,OTA2201,OTA2201 - Otahuhu,141.08
09/09/2020,10/09/2020,WKM2201,WKM2201 - Whakamaru,132.20
09/09/2020,10/09/2020,RDF2201,RDF2201 - Redclyffe,133.30
09/09/2020,10/09/2020,SFD2201,SFD2201 - Stratford,127.49
09/09/2020,10/09/2020,HAY2201,HAY2201 - Haywards,132.30
09/09/2020,10/09/2020,KIK2201,KIK2201 - Kikiwa,146.44
09/09/2020,10/09/2020,ISL2201,ISL2201 - Islington,141.75
09/09/2020,10/09/2020,BEN2201,BEN2201 - Benmore,132.58
09/09/2020,10/09/2020,INV2201,INV2201 - Invercargill,130.14
10/09/2020,11/09/2020,OTA2201,OTA2201 - Otahuhu,162.54
10/09/2020,11/09/2020,WKM2201,WKM2201 - Whakamaru,152.34
10/09/2020,11/09/2020,RDF2201,RDF2201 - Redclyffe,153.91
10/09/2020,11/09/2020,SFD2201,SFD2201 - Stratford,148.83
10/09/2020,11/09/2020,HAY2201,HAY2201 - Haywards,154.55
10/09/2020,11/09/2020,KIK2201,KIK2201 - Kikiwa,172.24
10/09/2020,11/09/2020,ISL2201,ISL2201 - Islington,166.14
10/09/2020,11/09/2020,BEN2201,BEN2201 - Benmore,153.37
10/09/2020,11/09/2020,INV2201,INV2201 - Invercargill,150.23
11/09/2020,12/09/2020,OTA2201,OTA2201 - Otahuhu,194.68
11/09/2020,12/09/2020,WKM2201,WKM2201 - Whakamaru,183.10
11/09/2020,12/09/2020,RDF2201,RDF2201 - Redclyffe,184.94
11/09/2020,12/09/2020,SFD2201,SFD2201 - Stratford,179.47
11/09/2020,12/09/2020,HAY2201,HAY2201 - Haywards,187.77
11/09/2020,12/09/2020,KIK2201,KIK2201 - Kikiwa,205.96
11/09/2020,12/09/2020,ISL2201,ISL2201 - Islington,200.02
11/09/2020,12/09/2020,BEN2201,BEN2201 - Benmore,186.14
11/09/2020,12/09/2020,INV2201,INV2201 - Invercargill,181.29
12/09/2020,13/09/2020,OTA2201,OTA2201 - Otahuhu,176.69
12/09/2020,13/09/2020,WKM2201,WKM2201 - Whakamaru,168.28
12/09/2020,13/09/2020,RDF2201,RDF2201 - Redclyffe,169.58
12/09/2020,13/09/2020,SFD2201,SFD2201 - Stratford,167.20
12/09/2020,13/09/2020,HAY2201,HAY2201 - Haywards,176.28
12/09/2020,13/09/2020,KIK2201,KIK2201 - Kikiwa,193.31
12/09/2020,13/09/2020,ISL2201,ISL2201 - Islington,189.36
12/09/2020,13/09/2020,BEN2201,BEN2201 - Benmore,176.70
12/09/2020,13/09/2020,INV2201,INV2201 - Invercargill,171.11
13/09/2020,14/09/2020,OTA2201,OTA2201 - Otahuhu,138.06
13/09/2020,14/09/2020,WKM2201,WKM2201 - Whakamaru,130.65
13/09/2020,14/09/2020,RDF2201,RDF2201 - Redclyffe,131.54
13/09/2020,14/09/2020,SFD2201,SFD2201 - Stratford,130.05
13/09/2020,14/09/2020,HAY2201,HAY2201 - Haywards,135.75
13/09/2020,14/09/2020,KIK2201,KIK2201 - Kikiwa,151.28
13/09/2020,14/09/2020,ISL2201,ISL2201 - Islington,147.84
13/09/2020,14/09/2020,BEN2201,BEN2201 - Benmore,138.18
13/09/2020,14/09/2020,INV2201,INV2201 - Invercargill,136.63
14/09/2020,15/09/2020,OTA2201,OTA2201 - Otahuhu,121.92
14/09/2020,15/09/2020,WKM2201,WKM2201 - Whakamaru,114.27
14/09/2020,15/09/2020,RDF2201,RDF2201 - Redclyffe,115.31
14/09/2020,15/09/2020,SFD2201,SFD2201 - Stratford,112.10
14/09/2020,15/09/2020,HAY2201,HAY2201 - Haywards,114.33
14/09/2020,15/09/2020,KIK2201,KIK2201 - Kikiwa,125.30
14/09/2020,15/09/2020,ISL2201,ISL2201 - Islington,120.90
14/09/2020,15/09/2020,BEN2201,BEN2201 - Benmore,113.27
14/09/2020,15/09/2020,INV2201,INV2201 - Invercargill,109.36
15/09/2020,16/09/2020,OTA2201,OTA2201 - Otahuhu,104.01
15/09/2020,16/09/2020,WKM2201,WKM2201 - Whakamaru,97.47
15/09/2020,16/09/2020,RDF2201,RDF2201 - Redclyffe,98.54
15/09/2020,16/09/2020,SFD2201,SFD2201 - Stratford,95.23
15/09/2020,16/09/2020,HAY2201,HAY2201 - Haywards,96.87
15/09/2020,16/09/2020,KIK2201,KIK2201 - Kikiwa,106.10
15/09/2020,16/09/2020,ISL2201,ISL2201 - Islington,101.90
15/09/2020,16/09/2020,BEN2201,BEN2201 - Benmore,95.22
15/09/2020,16/09/2020,INV2201,INV2201 - Invercargill,91.22
16/09/2020,17/09/2020,OTA2201,OTA2201 - Otahuhu,101.75
16/09/2020,17/09/2020,WKM2201,WKM2201 - Whakamaru,95.74
16/09/2020,17/09/2020,RDF2201,RDF2201 - Redclyffe,96.51
16/09/2020,17/09/2020,SFD2201,SFD2201 - Stratford,93.48
16/09/2020,17/09/2020,HAY2201,HAY2201 - Haywards,94.33
16/09/2020,17/09/2020,KIK2201,KIK2201 - Kikiwa,102.21
16/09/2020,17/09/2020,ISL2201,ISL2201 - Islington,98.45
16/09/2020,17/09/2020,BEN2201,BEN2201 - Benmore,92.04
16/09/2020,17/09/2020,INV2201,INV2201 - Invercargill,87.56
17/09/2020,18/09/2020,OTA2201,OTA2201 - Otahuhu,88.50
17/09/2020,18/09/2020,WKM2201,WKM2201 - Whakamaru,83.06
17/09/2020,18/09/2020,RDF2201,RDF2201 - Redclyffe,83.85
17/09/2020,18/09/2020,SFD2201,SFD2201 - Stratford,80.21
17/09/2020,18/09/2020,HAY2201,HAY2201 - Haywards,80.30
17/09/2020,18/09/2020,KIK2201,KIK2201 - Kikiwa,86.92
17/09/2020,18/09/2020,ISL2201,ISL2201 - Islington,83.25
17/09/2020,18/09/2020,BEN2201,BEN2201 - Benmore,78.26
17/09/2020,18/09/2020,INV2201,INV2201 - Invercargill,74.41
18/09/2020,19/09/2020,OTA2201,OTA2201 - Otahuhu,128.29
18/09/2020,19/09/2020,WKM2201,WKM2201 - Whakamaru,119.64
18/09/2020,19/09/2020,RDF2201,RDF2201 - Redclyffe,120.92
18/09/2020,19/09/2020,SFD2201,SFD2201 - Stratford,115.29
18/09/2020,19/09/2020,HAY2201,HAY2201 - Haywards,114.96
18/09/2020,19/09/2020,KIK2201,KIK2201 - Kikiwa,120.25
18/09/2020,19/09/2020,ISL2201,ISL2201 - Islington,116.27
18/09/2020,19/09/2020,BEN2201,BEN2201 - Benmore,109.68
18/09/2020,19/09/2020,INV2201,INV2201 - Invercargill,103.14
19/09/2020,20/09/2020,OTA2201,OTA2201 - Otahuhu,157.33
19/09/2020,20/09/2020,WKM2201,WKM2201 - Whakamaru,147.84
19/09/2020,20/09/2020,RDF2201,RDF2201 - Redclyffe,149.24
19/09/2020,20/09/2020,SFD2201,SFD2201 - Stratford,142.82
19/09/2020,20/09/2020,HAY2201,HAY2201 - Haywards,143.40
19/09/2020,20/09/2020,KIK2201,KIK2201 - Kikiwa,151.64
19/09/2020,20/09/2020,ISL2201,ISL2201 - Islington,147.92
19/09/2020,20/09/2020,BEN2201,BEN2201 - Benmore,138.22
19/09/2020,20/09/2020,INV2201,INV2201 - Invercargill,130.00
20/09/2020,21/09/2020,OTA2201,OTA2201 - Otahuhu,146.60
20/09/2020,21/09/2020,WKM2201,WKM2201 - Whakamaru,138.29
20/09/2020,21/09/2020,RDF2201,RDF2201 - Redclyffe,139.05
20/09/2020,21/09/2020,SFD2201,SFD2201 - Stratford,135.11
20/09/2020,21/09/2020,HAY2201,HAY2201 - Haywards,135.84
20/09/2020,21/09/2020,KIK2201,KIK2201 - Kikiwa,143.35
20/09/2020,21/09/2020,ISL2201,ISL2201 - Islington,138.39
20/09/2020,21/09/2020,BEN2201,BEN2201 - Benmore,130.80
20/09/2020,21/09/2020,INV2201,INV2201 - Invercargill,122.89
21/09/2020,22/09/2020,OTA2201,OTA2201 - Otahuhu,122.26
21/09/2020,22/09/2020,WKM2201,WKM2201 - Whakamaru,114.44
21/09/2020,22/09/2020,RDF2201,RDF2201 - Redclyffe,115.81
21/09/2020,22/09/2020,SFD2201,SFD2201 - Stratford,110.09
21/09/2020,22/09/2020,HAY2201,HAY2201 - Haywards,109.63
21/09/2020,22/09/2020,KIK2201,KIK2201 - Kikiwa,118.19
21/09/2020,22/09/2020,ISL2201,ISL2201 - Islington,114.45
21/09/2020,22/09/2020,BEN2201,BEN2201 - Benmore,105.86
21/09/2020,22/09/2020,INV2201,INV2201 - Invercargill,99.94
22/09/2020,23/09/2020,OTA2201,OTA2201 - Otahuhu,118.31
22/09/2020,23/09/2020,WKM2201,WKM2201 - Whakamaru,110.99
22/09/2020,23/09/2020,RDF2201,RDF2201 - Redclyffe,112.27
22/09/2020,23/09/2020,SFD2201,SFD2201 - Stratford,107.07
22/09/2020,23/09/2020,HAY2201,HAY2201 - Haywards,106.71
22/09/2020,23/09/2020,KIK2201,KIK2201 - Kikiwa,116.21
22/09/2020,23/09/2020,ISL2201,ISL2201 - Islington,112.28
22/09/2020,23/09/2020,BEN2201,BEN2201 - Benmore,103.87
22/09/2020,23/09/2020,INV2201,INV2201 - Invercargill,98.08
23/09/2020,24/09/2020,OTA2201,OTA2201 - Otahuhu,110.81
23/09/2020,24/09/2020,WKM2201,WKM2201 - Whakamaru,104.42
23/09/2020,24/09/2020,RDF2201,RDF2201 - Redclyffe,105.63
23/09/2020,24/09/2020,SFD2201,SFD2201 - Stratford,101.21
23/09/2020,24/09/2020,HAY2201,HAY2201 - Haywards,100.53
23/09/2020,24/09/2020,KIK2201,KIK2201 - Kikiwa,108.20
23/09/2020,24/09/2020,ISL2201,ISL2201 - Islington,104.68
23/09/2020,24/09/2020,BEN2201,BEN2201 - Benmore,97.16
23/09/2020,24/09/2020,INV2201,INV2201 - Invercargill,91.60
24/09/2020,25/09/2020,OTA2201,OTA2201 - Otahuhu,154.17
24/09/2020,25/09/2020,WKM2201,WKM2201 - Whakamaru,144.13
24/09/2020,25/09/2020,RDF2201,RDF2201 - Redclyffe,145.47
24/09/2020,25/09/2020,SFD2201,SFD2201 - Stratford,140.16
24/09/2020,25/09/2020,HAY2201,HAY2201 - Haywards,136.21
24/09/2020,25/09/2020,KIK2201,KIK2201 - Kikiwa,142.68
24/09/2020,25/09/2020,ISL2201,ISL2201 - Islington,139.51
24/09/2020,25/09/2020,BEN2201,BEN2201 - Benmore,129.84
24/09/2020,25/09/2020,INV2201,INV2201 - Invercargill,122.49
25/09/2020,26/09/2020,OTA2201,OTA2201 - Otahuhu,123.02
25/09/2020,26/09/2020,WKM2201,WKM2201 - Whakamaru,115.53
25/09/2020,26/09/2020,RDF2201,RDF2201 - Redclyffe,116.56
25/09/2020,26/09/2020,SFD2201,SFD2201 - Stratford,113.70
25/09/2020,26/09/2020,HAY2201,HAY2201 - Haywards,112.49
25/09/2020,26/09/2020,KIK2201,KIK2201 - Kikiwa,120.43
25/09/2020,26/09/2020,ISL2201,ISL2201 - Islington,117.86
25/09/2020,26/09/2020,BEN2201,BEN2201 - Benmore,110.09
25/09/2020,26/09/2020,INV2201,INV2201 - Invercargill,65.24
26/09/2020,27/09/2020,OTA2201,OTA2201 - Otahuhu,81.77
26/09/2020,27/09/2020,WKM2201,WKM2201 - Whakamaru,76.84
26/09/2020,27/09/2020,RDF2201,RDF2201 - Redclyffe,77.19
26/09/2020,27/09/2020,SFD2201,SFD2201 - Stratford,75.86
26/09/2020,27/09/2020,HAY2201,HAY2201 - Haywards,73.74
26/09/2020,27/09/2020,KIK2201,KIK2201 - Kikiwa,76.32
26/09/2020,27/09/2020,ISL2201,ISL2201 - Islington,74.82
26/09/2020,27/09/2020,BEN2201,BEN2201 - Benmore,70.92
26/09/2020,27/09/2020,INV2201,INV2201 - Invercargill,66.82
27/09/2020,28/09/2020,OTA2201,OTA2201 - Otahuhu,61.18
27/09/2020,28/09/2020,WKM2201,WKM2201 - Whakamaru,57.47
27/09/2020,28/09/2020,RDF2201,RDF2201 - Redclyffe,57.32
27/09/2020,28/09/2020,SFD2201,SFD2201 - Stratford,56.92
